000,"$50,000 under $75,000",569690,251350,214180,88460,371600,1128780,345820,35108566,489300,26853999,237900,288726,145060,498619,131670,342833,69370,885747,1230,102950,98054,67500,877936,134310,3132220,70800,656919,119040,1849497,2410,24993,303120,18928193,5928137,238730,533783,58820,65155,257260,1710281,302580,2357264,209010,1631915,250540,522637,564260,22690640,1160,1624,212900,296084,30020,17504,132030,189531,14070,4848,120,3,90,2,21660,28783,539300,3005621,547620,3178307,108260,234481,445770,1368782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000,"$75,000 under $100,000",390520,112950,228010,41160,260690,905620,287310,33878386,341720,25646764,203300,276421,132870,512827,122050,361683,57960,851059,1230,95980,153120,55100,939112,104940,3061798,52430,478913,88190,1791045,2950,36080,276790,24134470,6271862,241780,800853,31480,44217,247240,1821009,276550,2712225,209990,1843579,239880,557282,388610,23093731,4400,5915,170340,261229,26420,15249,107990,168337,13870,5477,0,0,0,0,3970,5569,383300,3302074,385440,3469275,81090,228026,296370,1140260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000,"$100,000 under $200,000",641110,89850,513260,31090,432490,1804640,650560,87908244,587280,69583817,405210,628908,294430,1382836,274860,1028289,116580,2576042,2370,224400,727180,90190,2272764,164690,5984601,76140,684087,115070,2691772,12150,195825,572390,79349569,16711139,545260,3347331,22600,41811,531660,4739281,572230,8235177,465150,4972517,517330,1463668,639420,63672051,49430,101103,309930,387500,72690,43326,135360,172152,29520,13203,0,0,0,0,1140,1643,637180,10974018,638270,11429620,170730,754501,443100,2187852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000,"$200,000 or more",260000,21670,229850,6330,194210,822150,332450,132493795,238880,80864244,215980,2037878,187440,4968259,180160,3931922,59140,4981578,1490,172140,14814482,37440,2285830,49790,2361406,17200,162157,33310,871052,21540,729715,256900,131512422,20542946,252860,9178515,3020,8001,241750,3630345,256850,12965697,202120,3248799,239500,2612076,259520,108811202,212120,1944739,119590,511121,31770,18147,80,66,9930,8284,0,0,0,0,0,0,259460,29525212,259600,30263642,124270,2486661,100820,1150553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
001,Atlantic County,"138,560","66,330","43,370","26,330","88,620","265,330","93,580","6,997,194","116,350","5,040,378","40,410","61,733","24,770","112,170","22,510","79,607","16,020","273,145",410,"18,960","150,068","12,560","189,165","25,860","584,365","29,980","195,425","18,350","240,358",700,"17,651","48,880","4,666,006","1,127,755","37,080","184,770","10,660","10,917","44,420","271,535","48,670","474,430","37,440","308,079","40,300","98,411","104,090","4,484,906","2,950","18,863","41,430","44,122","5,950","3,402","21,840","24,052","2,630","1,314","27,410","63,602","24,460","57,614","21,630","28,099","90,310","754,999","96,900","798,784","19,020","79,381","112,870","318,164",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
001,Under $1,1680,1060,470,100,1250,2430,460,-95087,430,12365,600,2244,520,1910,480,1239,470,-5018,40,720,487,140,1990,170,1845,80,615,**,**,20,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,**,**,**,**,0,0,**,**,0,0,170,182,100,130,90,128,**,**,280,565,150,234,640,2335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
001,"$1 under $10,000",21420,17700,1290,2230,12230,19970,5160,113194,16660,87139,3360,1878,2130,2793,1890,1571,2060,8777,20,1670,-1026,870,3144,1830,8237,2040,7890,70,319,**,**,1220,6774,19561,230,210,800,407,980,5227,1170,5960,570,3607,670,594,2870,4646,0,0,150,11,0,0,**,**,0,0,6140,7350,5550,6579,2390,1546,2590,442,4560,1843,1230,470,17880,15806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
001,"$10,000 under $25,000",35760,20080,4380,10740,22400,64540,26320,619832,29520,467228,5550,4962,2970,7057,2670,4280,3610,31131,40,2110,-561,2030,14120,4470,43634,9970,54409,2180,4084,**,**,4310,78721,65139,1450,1219,2540,1662,3440,17116,4250,20710,2430,15305,2780,3725,23240,148048,**,**,7980,2979,700,269,3060,1021,90,18,13310,41895,12260,38716,11810,15813,17200,12679,20080,17635,2420,2085,32150,89530,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
001,"$25,000 under $50,000",34450,16430,8050,8990,21760,67800,25410,1228510,30210,972721,8290,7389,4420,11479,3990,7106,2930,31010,60,3270,550,2710,26116,5920,89582,9060,60664,5460,36283,40,328,10570,397437,168147,6760,7299,3560,3117,9130,44309,10530,56189,7550,49108,7920,12440,32920,618530,**,**,13760,12369,1990,1279,8160,7265,520,168,7790,14175,6550,12189,6550,9622,26420,63598,27580,69456,4160,5817,29730,81215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
001,"$50,000 under $75,000",17900,6770,8060,2640,11800,38020,12110,1098273,15340,806826,6900,8335,4150,12422,3720,8132,2110,25148,70,2900,2847,2330,29411,4880,117319,4080,31364,4220,62852,70,626,10220,633394,186750,8000,15715,2050,2533,9320,48635,10200,67991,8030,59043,8480,16196,17790,695927,40,73,7120,10139,900,509,4540,6691,650,280,**,**,**,**,700,861,16990,88456,17220,93779,3460,7446,14000,42261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
001,"$75,000 under $100,000",10830,2430,7260,960,7310,26340,8260,938323,9380,674384,5350,6839,3390,13442,3100,8833,1580,22926,60,2490,4344,1770,30490,3430,106353,2360,19534,2850,56200,60,858,7750,674403,164603,6650,19757,1000,1637,7320,42975,7730,65270,6480,52382,6780,14592,10790,640620,90,109,4790,7620,690,381,3050,4996,510,280,0,0,0,0,70,95,10690,87989,10730,92585,2320,6296,8170,30859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
001,"$100,000 under $200,000",13540,1530,11320,580,9390,37840,12980,1795165,12180,1334845,7970,12452,5270,22741,4830,16338,2460,54902,90,4000,16308,2160,55227,4380,178575,2190,19004,2960,65570,220,3752,11890,1595350,317991,11160,60138,640,1328,11430,79662,11880,142829,10120,95542,10910,30340,13510,1316139,640,1375,6450,8869,1450,835,3030,4079,740,474,0,0,0,0,20,34,13450,221258,13480,231672,3840,18466,9170,43094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
001,"$200,000 or more",2980,330,2540,90,2480,8390,2880,1298984,2630,684870,2390,17634,1920,40326,1830,32108,800,104269,30,1800,127119,550,28667,780,38820,200,1945,610,15050,290,11920,2920,1279927,205564,2830,80432,70,233,2800,33611,2910,115481,2260,33092,2760,20524,2970,1060996,2180,17306,1180,2135,220,129,0,0,120,94,0,0,0,0,0,0,2970,280577,2970,291249,1440,38567,1130,13064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
003,Bergen County,"454,440","213,560","185,060","47,130","327,430","881,200","281,080","46,287,257","363,970","31,060,979","208,780","805,998","148,720","1,745,448","138,470","1,377,593","78,800","1,924,571",140,"122,070","3,485,670","51,030","1,088,052","79,250","1,947,283","46,380","420,149","63,790","1,054,099","6,530","172,742","215,490","39,943,163","8,161,265","175,570","2,413,540","35,190","31,343","185,430","2,011,278","214,700","4,518,244","143,700","1,704,063","184,750","792,098","362,340","34,963,375","43,250","376,392","140,400","232,017","23,380","14,368","55,410","66,273","6,550","2,625","44,450","85,961","35,300","68,524","29,930","37,326","334,990","7,772,804","360,480","8,078,813","95,490","656,148","317,100","1,073,688",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
003,Under $1,9150,5860,2640,370,7390,12540,3060,-1259111,2820,107619,4160,24014,4050,30956,3770,20429,2210,-19223,**,5150,33104,660,14058,840,12482,290,2918,30,265,20,430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,1270,50,42,0,0,30,24,0,0,810,1038,540,717,580,947,50,1129,1400,5029,720,1781,3100,19568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
003,"$1 under $10,000",65220,56100,4890,3320,44100,47740,7410,308586,42470,213566,17790,12223,13810,19400,12650,12790,10820,49740,30,10780,-2664,3220,11310,5390,22099,2750,13166,210,862,30,87,5370,28654,94470,880,1625,3500,1618,4220,35241,5090,39176,1880,14411,2960,2630,11950,22020,**,**,1140,85,0,0,**,**,0,0,12770,11577,9690,9012,2950,2164,9720,2082,19650,9387,9830,4085,43160,29592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
003,"$10,000 under $25,000",71660,45860,13020,11520,50510,108570,30130,1220941,51230,808899,19260,23319,12110,32919,10930,21047,12570,135489,**,8960,2309,6640,44350,10910,104557,10170,84284,6150,12044,60,767,12290,217171,219342,3240,4202,7810,4497,9640,76832,12050,87002,4880,36483,8360,11261,48290,326416,50,34,12800,5532,680,263,2730,902,100,18,18620,51564,15590,42660,12860,16534,38690,29077,46820,49175,9290,10142,57180,122958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
003,"$25,000 under $50,000",84880,47420,21730,13620,59390,148740,42940,3125370,70740,2398171,28350,36611,16630,55401,15100,36785,11880,160853,**,12690,10332,8070,79707,13080,194536,11050,115843,13830,104089,230,2098,25950,986572,494137,14950,22867,9970,7947,19380,157735,25800,191693,12960,107743,19730,34296,79980,1656732,50,116,28980,27246,3350,2137,13370,12188,570,145,12250,21782,9480,16135,10560,13971,68280,179771,72720,206326,13090,21833,68890,168416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
003,"$50,000 under $75,000",60740,28430,22320,8350,43370,116880,33940,3748175,51620,2855592,28420,41781,17660,73543,16260,50958,8540,125076,30,13460,13292,7790,104047,12580,272358,6630,63606,12530,201202,340,3775,31240,1952358,657859,24020,58824,6710,6637,25210,209641,31170,280685,18780,162941,26100,53822,59940,2412252,150,228,22120,29637,2960,1787,12780,17674,950,258,**,**,**,**,2290,2803,57150,323301,58280,345792,12590,28975,45760,139621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
003,"$75,000 under $100,000",43330,13980,23700,4570,31620,97220,30230,3763679,37310,2807637,24430,41349,16360,77352,15160,55364,7160,119200,**,12450,23922,6550,111944,10590,300548,4980,46491,9940,207924,410,5648,30100,2628726,730559,25990,93010,3790,4862,25760,230160,30080,333170,20490,197836,26260,62717,43050,2543680,640,972,18610,27467,2890,1776,11240,16823,990,309,0,0,0,0,530,693,42320,369268,42660,391185,9840,29845,31470,123194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
003,"$100,000 under $200,000",78410,12460,60630,4310,58010,217920,78920,10881003,70750,8436619,51780,99733,38340,225136,36020,165571,15730,369718,30,30590,109285,11770,301882,18510,674596,8150,72481,15100,365880,1720,28499,69960,9813696,2204434,66550,441517,2920,4730,63370,655223,69940,1115239,53670,630791,63400,188488,78170,7771900,8160,17544,37540,45943,8690,5461,15260,18662,2740,900,0,0,0,0,160,214,77830,1350295,77980,1413237,21290,101999,52400,277814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
